topic,topic_label,chunks,top_words,earliest_publication_year,latest_publication_year,top_documents
267,Economic Inequality and Limited Opportunities,15,"raleigh, richmond, dollar, teacher, bank, producer wealth, producer, school, enterpris, young men",1846.0,1917.0,"The History of My Life and Work. Autobiography by Rev. M. L. Latta,... (2 chunks); The New Man: Twenty-Nine Years a Slave,Twenty-Nine Years a Free Man (2 chunks); What Experience Has Taught Me: An Autobiography of Thomas William B... (2 chunks)"
263,Slaveholder's Obligations to Provide Holiday Time,15,"holiday, dey gib, dur holiday, gib, slaveholder, holiday serve, dey, slave forc, spirit insurrection, slaveholder spirit",1836.0,1892.0,"American Slavery As It Is: Testimony of a Thousand Witnesses (3 chunks); Narrative of Sojourner Truth; a Bondswoman of Olden Time, Emancipat... (2 chunks); Twelve Years a Slave: Narrative of Solomon Northup, a Citizen of Ne... (2 chunks)"
264,The Importance of Perseverance and Collective Action in Achieving Racial Equality,15,"equality, convention, hezekiah grice, american, abraham lincoln, hezekiah, cheer, lincoln, social, grice",1847.0,1914.0,"Life and Times of Frederick Douglass, Written by Himself. His Early... (4 chunks); The Colored Patriots of the American Revolution: With Sketches of S... (4 chunks); Frederick Douglass The Orator. Containing an Account of His Life; H... (2 chunks)"
265,Plantation Punishment and Escape,15,"wood, ensor, gorsuch, dogs, bloodhound, covey, iron, travel, dry, road",1789.0,1875.0,"Struggles for Freedom; or The Life of James Watkins, Formerly a Sla... (3 chunks); Slavery in the United States: A Narrative of the Life and Adventure... (2 chunks); A Narrative of the Adventures and Escape of Moses Roper, from Ameri... (1 chunks)"
266,Escape from Slavery,15,"mr freeland, freeland, jarm, barn, mr hamilton, lane gate, hamilton, horse, sandy, tie",1845.0,1901.0,"The Rev. J. W. Loguen, as a Slave and as a Freeman. A Narrative of ... (3 chunks); An Autobiography. Bond and Free: Or, Yearnings for Freedom, from My... (2 chunks); Jamie Parker, the Fugitive (2 chunks)"
255,Life on a Slave Vessel,15,"deck, cingue, montez, ruiz, captain, vessel, senor, cutter, slaver, grabeau",1840.0,1894.0,"A History of the Amistad Captives: Being a Circumstantial Account o... (5 chunks); Anthony Burns: A History (1 chunks); Biography of Mahommah G. Baquaqua, a Native of Zoogoo, in the Inter... (1 chunks)"
268,Church Leadership and Conflict,15,"preach, brother ward, preacher, bishop, denver, lady, ward, lord, oclock, church",1861.0,1912.0,"Autobiography and Work of Bishop M. F. Jamison, D.D. (""Uncle Joe"") ... (3 chunks); The History of My Life and Work. Autobiography by Rev. M. L. Latta,... (3 chunks); An Autobiography: The Story of the Lord's Dealings with Mrs. Amanda... (2 chunks)"
256,Maternal Love and Separation,15,"sear, cassy, st john, mrs wheatley, wheatley, marriage, mr sear, moore, daughter, colonel moore",1836.0,1926.0,"The White Slave; or, Memoirs of a Fugitive (4 chunks); Autobiography of a Female Slave (1 chunks); Behind the Scenes, or, Thirty years a Slave, and Four Years in the ... (1 chunks)"
245,"Exodus, Emigrate, Rochester, Antislavery",15,"exodus, emigrate, rochester, antislavery, peace, color people, nation, unit state, north, slaveholder",1810.0,1906.0,"Frederick Douglass The Colored Orator (3 chunks); Life and Times of Frederick Douglass, Written by Himself. His Early... (3 chunks); A Narrative of Thomas Smallwood, (Coloured Man:) Giving an Account ... (2 chunks)"
254,Confrontations with Authority and Betrayal,15,"cullen, captain, captain cullen, battle, captain brown, mcknight, hoyt, hotel, general washington, war",1789.0,1911.0,"The Colored Patriots of the American Revolution: With Sketches of S... (4 chunks); John and Mary; or, The Fugitive Slaves, a Tale of South-Eastern Pen... (2 chunks); The Rev. J. W. Loguen, as a Slave and as a Freeman. A Narrative of ... (2 chunks)"
247,Escaping Slavery,15,"parson, badger answer, badger, lewis, canaan, mr munger, munger, wood, lawrence, upson",1856.0,1910.0,"Life of James Mars, A Slave Born and Sold in Connecticut. Written b... (5 chunks); Life of James Mars, a Slave Born and Sold in Connecticut. Written b... (5 chunks); A North-Side View of Slavery. The Refugee: or the Narratives of Fug... (1 chunks)"
241,Confronting Public Opinion and Slavery,15,"harriet, isabel, girl, lloyd, mr nottingham, opinion, davenport, nottingham, bone, public opinion",1845.0,1898.0,"Jamie Parker, the Fugitive (2 chunks); A Slave Girl's Story. Being an Autobiography of Kate Drumgoold (1 chunks); Autobiography of a Female Slave (1 chunks)"
253,Forced Separation from Family,15,"proctor, mr proctor, cassy, goodwin, joanna, peterkin, jarm, pepul, mr stubb, mr goodwin",1836.0,1891.0,"The White Slave; or, Memoirs of a Fugitive (3 chunks); Narrative of Joanna; An Emancipated Slave, of Surinam. (From Stedma... (2 chunks); Autobiography of a Female Slave (1 chunks)"
243,Peanut-Based Food and Products,15,"peanut, butter, add, potato, flour, boil, cream, bake, sweet potato, sugar",1929.0,1929.0,From Captivity to Fame or The Life of George Washington Carver (15 chunks)
244,Government Responsibility for Freedmen,15,"freedmen, fortyfourth, contraband, government, fortythird, congress, employ, report, fortyfourth congress, fre",1841.0,1918.0,"Lunsford Lane; or, Another Helper from North Carolina (3 chunks); A Narrative of the Negro (2 chunks); A Slave's Adventures Toward Freedom. Not Fiction, but the True Stor... (1 chunks)"
246,Treatment of Millie Christine by Railroad Companies,15,"millie, christine, millie christine, twohead, christine millie, pancoast, dual, ticket, medical, dual woman",1902.0,1902.0,"Biographical Sketch of Millie Christine, the Carolina Twin, Surname... (13 chunks); The History of the Carolina Twins: Told in ""Their Own Peculiar Way""... (2 chunks)"
242,The Nature of Slavery and Its Morality,15,"que, las, property, casa, las casa, law, por, slaveholder, evil, la",1838.0,1912.0,"Autobiography of a Female Slave (2 chunks); My Bondage and My Freedom. Part I. Life as a Slave. Part II. Life a... (2 chunks); Poems by a Slave in the Island of Cuba, Recently Liberated; Transla... (2 chunks)"
248,Mob Violence and Lynching,15,"gorsuch, kline, pinckney, mr gorsuch, wound, fir, kidnapper, steven, thompson, hanway",1831.0,1873.0,The Freedman's Story: In Two Parts (6 chunks); A Colored Man's Reminiscences of James Madison (1 chunks); A Thrilling Narrative from the Lips of the Sufferers of the Late De... (1 chunks)
249,Overcoming Slavery through Education,15,"tuckahoe, race, history, carver, ris son, dr brown, major berry, douglass, picanniny, book",1854.0,1929.0,"God's Image in Ebony: Being a Series of Biographical Sketches, Fact... (2 chunks); Life and Times of Frederick Douglass: His Early Life as a Slave, Hi... (2 chunks); Battles and Victories of Allen Allensworth, A. M., Ph. D., Lieutena... (1 chunks)"
250,Navigating Racial Prejudice and Securing Support,15,"problem, solve, negro problem, race, institution, colour, negro race, solve negro, school, tuskegee",1855.0,1911.0,"My Larger Education: Being Chapters from My Experience (7 chunks); The History of My Life and Work. Autobiography by Rev. M. L. Latta,... (4 chunks); Up from Slavery: An Autobiography (3 chunks)"
251,False Accusations and Torture,15,"hardy, brown, police, weaver, leah, mr weaver, madison, district attorney, lewis, blanchard",1789.0,1910.0,"Trials and Confessions of Madison Henderson, Alias Blanchard, Alfre... (7 chunks); Fifty Years in Chains, or, The Life of an American Slave (3 chunks); Slavery in the United States: A Narrative of the Life and Adventure... (3 chunks)"
252,False Accusations and Trials,15,"welday, freudenberger, squire, lewis, vell, young welday, mr freudenberger, alexander, john alexander, witness",1790.0,1908.0,"Memoirs of Samuel Spottford Clement Relating Interesting Experience... (3 chunks); Life and Adventures of James Williams, a Fugitive Slave, with a Ful... (2 chunks); Trials and Confessions of Madison Henderson, Alias Blanchard, Alfre... (2 chunks)"
287,The Morality of Slavery and Human Rights,14,"oath, perjury, truth, crime, human, louverture, guilty, sacr, bonaparte, lies",1797.0,1906.0,"The Address of Abraham Johnstone, a Black Man, Who Was Hanged at Wo... (4 chunks); A Tribute for the Negro: Being a Vindication of the Moral, Intellec... (3 chunks); American Slavery As It Is: Testimony of a Thousand Witnesses (1 chunks)"
283,Official Documentation and Testimony,14,"seal, whereof, northup, testimony whereof, court, certificate, affix, certify, aforesaid, executor",1828.0,1906.0,"From Slave Cabin to the Pulpit. The Autobiography of Rev. Peter Ran... (2 chunks); Twelve Years a Slave: Narrative of Solomon Northup, a Citizen of Ne... (2 chunks); A Statement with Regard to the Moorish Prince, Abduhl Rahhahman (1 chunks)"
284,French Colonial Politics and Slavery,14,"toussaint, france, tutor, agent, domingo, dismissal, french, directory, colony, ask dismissal",1826.0,1878.0,"The Life of Toussaint L'Ouverture, the Negro Patriot of Hayti: Comp... (4 chunks); Toussaint L'Ouverture: A Biography and Autobiography (3 chunks); Biographical Sketches and Interesting Anecdotes of Persons of Colou... (2 chunks)"
285,Participation in Republican and Democratic Conventions,14,"party, crawford, convention, republican, democratic party, mr crawford, democratic, republican party, procession, buren",1847.0,1914.0,"Life and Times of Frederick Douglass, Written by Himself. His Early... (5 chunks); Life and Opinions of Julius Melbourn; with Sketches of the Lives an... (3 chunks); Frederick Douglass (2 chunks)"
286,Medical Education and Professionalization,14,"physician, medical, medicine, patient, dr, texa, houston, tolton, county texa, science",1855.0,1911.0,"Men of Mark: Eminent, Progressive and Rising (5 chunks); What Experience Has Taught Me: An Autobiography of Thomas William B... (5 chunks); My Larger Education: Being Chapters from My Experience (1 chunks)"
290,Church Governance and Membership,14,"sec, church, member, pastor, sec member, baptist, council, deacon, churche, fellowship",1833.0,1901.0,"Pastor Henry N. Jeter's Twenty-five Years Experience with the Shilo... (9 chunks); The Life of Rev. John Jasper, Pastor of Sixth Mt. Zion Baptist Chur... (3 chunks); The Life, Experience, and Gospel Labours of the Rt. Rev. Richard Al... (2 chunks)"
288,"Chatham, Colour, Settlement, Mccormick",14,"chatham, colour, settlement, mccormick, settler, colour people, canada, town, advantage, sarah",1851.0,1926.0,"Autobiography of a Fugitive Negro: His Anti-Slavery Labours in the ... (5 chunks); A Narrative of Thomas Smallwood, (Coloured Man:) Giving an Account ... (1 chunks); A North-Side View of Slavery. The Refugee: or the Narratives of Fug... (1 chunks)"
289,Gratitude and Support from Friends,14,"mr spurgeon, spurgeon, hawkin, brentford, college, elder warren, kindness, bles, thank god, piggin",1839.0,1980.0,"From Slavery to a Bishopric, or, The Life of Bishop Walter Hawkins ... (2 chunks); Twenty-Two Years a Slave, and Forty Years a Freeman; Embracing a Co... (2 chunks); A Slave Girl's Story. Being an Autobiography of Kate Drumgoold (1 chunks)"
281,Whipping and Plantation Punishment,14,"master hugh, hugh, shipyard, gardiner, carpenter, kill nigger, mr gardner, kill, fred, gardner",1845.0,1918.0,"Life and Times of Frederick Douglass: His Early Life as a Slave, Hi... (3 chunks); My Bondage and My Freedom. Part I. Life as a Slave. Part II. Life a... (3 chunks); Life and Times of Frederick Douglass, Written by Himself. His Early... (2 chunks)"
291,"Kinsley, London, Pie, Wale",14,"kinsley, london, pie, wale, africa, caernarvon, bangor, waiter, europe, welsh",1853.0,1929.0,Autobiography of a Fugitive Negro: His Anti-Slavery Labours in the ... (2 chunks); My Larger Education: Being Chapters from My Experience (2 chunks); The American Fugitive in Europe. Sketches of Places and People Abroad (2 chunks)
292,Resisting Slavery,14,"jim, sar, knowls jim, knowls, jarm, tommy, nichol, babe, manager, resist",1831.0,1892.0,"Buried Alive (Behind Prison Walls) for a Quarter of a Century: Life... (2 chunks); My Bondage and My Freedom. Part I. Life as a Slave. Part II. Life a... (2 chunks); The Martyrs, and the Fugitive; or a Narrative of the Captivity, Suf... (2 chunks)"
282,Dr. George Washington Carver's Work at Tuskegee,14,"carver, dr carver, peanut, dr, product, sweet potato, potato, scientific, tuskegee, peanut sweet",1929.0,1929.0,From Captivity to Fame or The Life of George Washington Carver (14 chunks)
273,Critique of Slavery and Southern Culture,14,"tater, aggs, mrs stowe, stowe, tromp, van tromp, mr bird, uncle tom, nature, yer time",1845.0,1880.0,"Uncle Tom's Companions: Or, Facts Stranger Than Fiction. A Suppleme... (5 chunks); My Bondage and My Freedom. Part I. Life as a Slave. Part II. Life a... (1 chunks); My Southern Home: or, The South and Its People (1 chunks)"
280,Racism and Segregation in Public Spaces,14,"allow nigger, dont allow, nigger, seat, table, state meet, dont, skin, told dont, admission",1853.0,1895.0,"Frederick Douglass The Colored Orator (3 chunks); Life and Times of Frederick Douglass: His Early Life as a Slave, Hi... (3 chunks); My Bondage and My Freedom. Part I. Life as a Slave. Part II. Life a... (3 chunks)"
278,Life on Plantations and in Cities,14,"jimmie, garlick, mr louis, mr garlick, regiment, gatewood, san francisco, francisco, savannah, winter",1789.0,1911.0,A North-Side View of Slavery. The Refugee: or the Narratives of Fug... (1 chunks); Biography of a Slave; Being the Experiences of Rev. Charles Thompso... (1 chunks); Incidents in the Life of a Slave Girl. Written by Herself (1 chunks)
277,Faith and Community,14,"holy, mr pendleton, nearer thee, nearer, mr jefferson, pendleton, thee nearer, toussaint, thee, nearer god",1810.0,1929.0,"Samuel Joseph May. Born in Boston, Massachusetts, September 12th, 1... (2 chunks); A Slave Girl's Story. Being an Autobiography of Kate Drumgoold (1 chunks); Before the War, and After the Union. An Autobiography (1 chunks)"
276,"Camel, Lion, Beast, Tree",14,"camel, lion, beast, tree, water, herbage, animal, grass, roar, growl",1837.0,1892.0,"Slavery in the United States: A Narrative of the Life and Adventure... (7 chunks); The Life and Adventures of Zamba, an African Negro King; and His Ex... (3 chunks); Incidents Connected with the Life of Selim Aga, a Native of Central... (1 chunks)"
275,Forced Marriage and Plantation Control,14,"yo, missis, fanny, hannah, cato, jerry, dat, ef, nt, massa",1863.0,1894.0,"The Story of a Slave. A Realistic Revelation of a Social Relation o... (6 chunks); Slave Life in Virginia and Kentucky; or, Fifty Years of Slavery in ... (3 chunks); My Southern Home: or, The South and Its People (2 chunks)"
274,Music and Personal Expression,14,"music, musical, guitar, trotter, composer, musician, holland, mr trotter, cleveland, instrument",1865.0,1912.0,"Men of Mark: Eminent, Progressive and Rising (10 chunks); A Narrative of the Negro (1 chunks); A Sketch of the Life of Thomas Greene Bethune (Blind Tom) (1 chunks)"
269,The Virtues and Flaws of a Strong-Willed Woman,14,"miss baldwin, baldwin, chloe, mossell, india, joseph, conway, desirable, forrester, gift",1826.0,1926.0,"Memoir of Mrs. Chloe Spear, a Native of Africa, Who was Enslaved in... (4 chunks); Homespun Heroines and Other Women of Distinction (3 chunks); An Autobiography: The Story of the Lord's Dealings with Mrs. Amanda... (2 chunks)"
272,Whipping and Plantation Punishment,14,"roll, overseer, pays com, mr warner, major thornton, day child, foreman, mr carleton, carleton, com day",1836.0,1909.0,The Slave: or Memoirs of Archy Moore. Vol. I (3 chunks); The Kidnapped and the Ransomed. Recollections of Peter Still and Hi... (2 chunks); A North-Side View of Slavery. The Refugee: or the Narratives of Fug... (1 chunks)
271,Faith and Spiritual Resilience,14,"pray, ray, mission, lord, sister, ta, etau, sister ray, sing, mr richardson",1892.0,1926.0,"Twice Sold, Twice Ransomed: Autobiography of Mr. and Mrs. L. P. Ray (5 chunks); An Autobiography: The Story of the Lord's Dealings with Mrs. Amanda... (4 chunks); Twenty-Eight Years a Slave, or The Story of My Life in Three Contin... (2 chunks)"
270,"Lord, Pray, Sterret, Miss Celie",14,"lord, pray, sterret, miss celie, celie, lord believe, new castle, mrs ryther, ryther, praise lord",1872.0,1926.0,"An Autobiography: The Story of the Lord's Dealings with Mrs. Amanda... (6 chunks); Twice Sold, Twice Ransomed: Autobiography of Mr. and Mrs. L. P. Ray (5 chunks); Autobiography of Rev. Thomas W. Henry, of the A. M. E. Church (1 chunks)"
279,Lynching and Mob Violence in the South,14,"lynch, crime, rape, person lynch, lynching, cas, mob, mormon, southern, southern state",1839.0,1917.0,"An Autobiography: The Story of My Life and Work (3 chunks); The History of My Life and Work. Autobiography by Rev. M. L. Latta,... (3 chunks); American Slavery As It Is: Testimony of a Thousand Witnesses (2 chunks)"
312,Whipping and Plantation Punishment,13,"heddy, whip, barn, cooper, wallace, scow, mr tucker, clothe, mfie, peter",1798.0,1912.0,"Negro Slavery Described by a Negro: Being the Narrative of Ashton W... (3 chunks); A Narrative of the Life and Adventures of Venture, a Native of Afri... (2 chunks); Chains and Freedom: Or, The Life and Adventures of Peter Wheeler, a... (2 chunks)"
307,Christian Leadership and Community Development,13,"farley, mr farley, mr davis, davis, conference, operator, gallery, sow, ideal, debaptiste",1849.0,1924.0,"Men of Mark: Eminent, Progressive and Rising (3 chunks); The African Preacher. An Authentic Narrative (2 chunks); A Brief Miscellaneous Narrative of the More Early Part of the Life ... (1 chunks)"
308,Encounters with Sympathetic White Women,13,"cleaveland, lincoln, mrs lincoln, cassy, hester cook, mr gordon, gordon, hester, st denis, denis",1808.0,1885.0,"Behind the Scenes, or, Thirty years a Slave, and Four Years in the ... (2 chunks); Trials and Confessions of Madison Henderson, Alias Blanchard, Alfre... (2 chunks); An Autobiography. Bond and Free: Or, Yearnings for Freedom, from My... (1 chunks)"
310,Whipping and Plantation Punishment,13,"cobb, mr cobb, note, did steal, steal meat, benton, lashe, flog, whip, jail",1841.0,1918.0,"A Slave's Adventures Toward Freedom. Not Fiction, but the True Stor... (2 chunks); Narrative of the Life of J. D. Green, a Runaway Slave, from Kentuck... (2 chunks); A North-Side View of Slavery. The Refugee: or the Narratives of Fug... (1 chunks)"
311,"Journey, Time Promis, Ohio, Start",13,"journey, time promis, ohio, start, kentuckian, large party, travel, kentucky way, journey kentucky, occurrence happen",1825.0,1926.0,"The Life of John Thompson, a Fugitive Slave; Containing His History... (3 chunks); An Autobiography of the Rev. Josiah Henson (""Uncle Tom""). From 1789... (2 chunks); A North-Side View of Slavery. The Refugee: or the Narratives of Fug... (1 chunks)"
317,Life in the Slaveholder's Household,13,"neddy, mazie, spr furnish, lord glory, furnish water, billy, sally, margaret, desert, springmeadow",1836.0,1926.0,"Aunt Sally: or, The Cross the Way of Freedom. A Narrative of the Sl... (2 chunks); John and Mary; or, The Fugitive Slaves, a Tale of South-Eastern Pen... (2 chunks); The White Slave; or, Memoirs of a Fugitive (2 chunks)"
313,Encounters with Abolitionists and Influential Figures,13,"jame sherman, scobell, john scobell, samuel gurney, branch eusebius, rev, eusebius smith, eusebius, john branch, gurney",1849.0,1913.0,"Twenty-Eight Years a Slave, or The Story of My Life in Three Contin... (2 chunks); A Brief History of the Slave Life of Rev. L. R. Ferebee, and the Ba... (1 chunks); An Autobiography of the Rev. Josiah Henson (""Uncle Tom""). From 1789... (1 chunks)"
314,Christianity and Slaveowner Relationships,13,"crumpling, preach, prohibition, meeting, mr crumpling, funeral, prayer, church, bro, present dollar",1855.0,1903.0,"The Experience of Rev. Thomas H. Jones, Who Was a Slave for Forty-T... (6 chunks); Autobiography of James L. Smith, Including, Also, Reminiscences of ... (2 chunks); Autobiography of Rev. Thomas W. Henry, of the A. M. E. Church (1 chunks)"
315,Religious Meetings and Conversion,13,"camp meet, mr lundy, lundy, camp, circuit, infernal black, pool, black ghost, lamourie, exhort",1852.0,1929.0,"A Short History of the Life of Christopher McPherson, Alias Pherson... (1 chunks); An Autobiography: The Story of the Lord's Dealings with Mrs. Amanda... (1 chunks); Autobiography and Work of Bishop M. F. Jamison, D.D. (""Uncle Joe"") ... (1 chunks)"
316,"Phillis, Poem, Composition, Wheatley",13,"phillis, poem, composition, wheatley, mistress, mrs wheatley, mrs folger, folger, delicate, exclaim look",1834.0,1980.0,"Memoir and Poems of Phillis Wheatley, a Native African and a Slave.... (3 chunks); God's Image in Ebony: Being a Series of Biographical Sketches, Fact... (2 chunks); The Colored Patriots of the American Revolution: With Sketches of S... (2 chunks)"
305,Whipping and Plantation Punishment,13,"jared, major thornton, isaac, marster, thornton, wealch, neighbor, major, servant, arter",1836.0,1928.0,"The White Slave; or, Memoirs of a Fugitive (3 chunks); Fifty Years of Slavery in the United States of America (2 chunks); American Slavery As It Is: Testimony of a Thousand Witnesses (1 chunks)"
306,"Mob, Mob Violence, Carey, Violence",13,"mob, mob violence, carey, violence, dyersburg, mr speaker, decker, asylum, orphan, fir",1847.0,1917.0,"Lunsford Lane; or, Another Helper from North Carolina (2 chunks); Men of Mark: Eminent, Progressive and Rising (2 chunks); A Thrilling Narrative from the Lips of the Sufferers of the Late De... (1 chunks)"
309,Restrictions on Free Speech and Assembly,13,"confession, baal, mr roby, pullum, roby, sign bond, hurd, rev pullum, home guard, free speech",1808.0,1910.0,"Narrative of Sojourner Truth; a Bondswoman of Olden Time, Emancipat... (3 chunks); Confession of John Joyce, Alias Davis, Who Was Executed on Monday, ... (2 chunks); A Brief History of the Slave Life of Rev. L. R. Ferebee, and the Ba... (1 chunks)"
304,"Amo, Latin, Laidlaw, Lislet",13,"amo, latin, laidlaw, lislet, et, publish, hawick, mr laidlaw, axim, isle france",1826.0,1887.0,"A Tribute for the Negro: Being a Vindication of the Moral, Intellec... (5 chunks); God's Image in Ebony: Being a Series of Biographical Sketches, Fact... (3 chunks); Men of Mark: Eminent, Progressive and Rising (3 chunks)"
297,"Abbey, Ruin, Abbotsford, Poet",13,"abbey, ruin, abbotsford, poet, monk, walter scott, visit abbotsford, beautiful, palace, wall",1852.0,1897.0,"The American Fugitive in Europe. Sketches of Places and People Abroad (5 chunks); Three Years in Europe: Or, Places I Have Seen and People I Have Met (5 chunks); Bond and Free: A Tale of the South (1 chunks)"
303,Traveling at Night through Woodlands and Swamps,13,"archy, dogs, edy, old archy, wood, road, hound, start, cave, river",1839.0,1897.0,"Jamie Parker, the Fugitive (3 chunks); A North-Side View of Slavery. The Refugee: or the Narratives of Fug... (1 chunks); An Autobiography. Bond and Free: Or, Yearnings for Freedom, from My... (1 chunks)"
293,Christianity and Slavery in Plantation Life,13,"mr troy, troy, primus, master thoma, preacher, ditto, conversion, thoma, tent, windsor",1849.0,1895.0,"Hair-breadth Escapes from Slavery to Freedom (2 chunks); An Autobiography of the Rev. Josiah Henson (""Uncle Tom""). From 1789... (1 chunks); Frederick Douglass The Colored Orator (1 chunks)"
295,"Indian, Tribe, Brant, Choctaw",13,"indian, tribe, brant, choctaw, ham, nation, osage, thousand year, kouka, egypt",1848.0,1912.0,"A Sketch of the Life of Okah Tubbee, (Called) William Chubbee, Son ... (2 chunks); A Thrilling Sketch of the Life of the Distinguished Chief Okah Tubb... (2 chunks); A Narrative of the Negro (1 chunks)"
296,Medical Care in Slavery,13,"cato, toof, oh, doctor, lord, oh toof, ef, pat, pill, trust lord",1880.0,1926.0,"An Autobiography: The Story of the Lord's Dealings with Mrs. Amanda... (8 chunks); My Southern Home: or, The South and Its People (2 chunks); Twice Sold, Twice Ransomed: Autobiography of Mr. and Mrs. L. P. Ray (2 chunks)"
294,Faith and Spiritual Resilience,13,"oh, lord, ravenshoe, jesus, dear, satur, mrs satur, pray, corydon, church",1855.0,1926.0,"An Autobiography: The Story of the Lord's Dealings with Mrs. Amanda... (5 chunks); Twenty-Eight Years a Slave, or The Story of My Life in Three Contin... (3 chunks); Autobiography of a Fugitive Negro: His Anti-Slavery Labours in the ... (1 chunks)"
298,Tributes to Enslaved Individuals,13,"walker, walker baptist, hall, wagner, deed, samuel hall, douglass, mr hall, john wagner, sam hall",1797.0,1912.0,"The African Preacher. An Authentic Narrative (2 chunks); A Sketch of Henry Franklin and Family. (1 chunks); A Sketch of the Life of Okah Tubbee, (Called) William Chubbee, Son ... (1 chunks)"
299,African American Education and Intellectual Achievement,13,"chandler, dr brook, whatsoever thing, mr chandler, dr, clark, debaptiste, school, florida, ocala",1848.0,1914.0,"Men of Mark: Eminent, Progressive and Rising (7 chunks); A Tribute for the Negro: Being a Vindication of the Moral, Intellec... (1 chunks); Autobiography of a Fugitive Negro: His Anti-Slavery Labours in the ... (1 chunks)"
300,"Antislavery, Movement, Abolition, Antislavery Movement",13,"antislavery, movement, abolition, antislavery movement, principle, mr forster, liberty, abolitionist, forster, antiabolitionist",1831.0,1914.0,"My Bondage and My Freedom. Part I. Life as a Slave. Part II. Life a... (5 chunks); Battles and Victories of Allen Allensworth, A. M., Ph. D., Lieutena... (2 chunks); From Slavery to a Bishopric, or, The Life of Bishop Walter Hawkins ... (1 chunks)"
301,"Douglass, Mr Douglass, Constitution, Orator",13,"douglass, mr douglass, constitution, orator, convention, speech, audience, ward, garrison, mr fulton",1852.0,1917.0,Frederick Douglass The Colored Orator (3 chunks); My Bondage and My Freedom. Part I. Life as a Slave. Part II. Life a... (2 chunks); Frederick Douglass (1 chunks)
302,"Workhouse, Rawlinson, Mr Rawlinson, Massa",13,"workhouse, rawlinson, mr rawlinson, massa, flog, magistrate, treadmill, dance, penal gang, apprentice",1837.0,1837.0,"A Narrative of Events Since the First of August, 1834, By James Wil... (13 chunks)"
347,Life in Slavery Compared to Freedom,12,"auld, baltimore, capt auld, patsey, miss lucretia, capt, sally lloyd, sloop sally, lucretia, pair trowser",1826.0,1893.0,"Autobiography of a Female Slave (2 chunks); Life and Times of Frederick Douglass, Written by Himself. His Early... (2 chunks); An Autobiography: The Story of the Lord's Dealings with Mrs. Amanda... (1 chunks)"
339,Whipping and Plantation Punishment,12,"treatment, slaveholder, good treatment, hunger, cruelty, plunder, habitually, treat, marvel, cattle",1831.0,1893.0,"American Slavery As It Is: Testimony of a Thousand Witnesses (6 chunks); Narrative of Sojourner Truth, a Northern Slave, Emancipated from Bo... (3 chunks); From Slave Cabin to the Pulpit. The Autobiography of Rev. Peter Ran... (1 chunks)"
340,Artistic Talent and Racial Exceptionality,12,"picture, bannister, mr bannister, artist, douglass, genius, simpson, talent, mr simpson, frederick douglass",1854.0,1914.0,"Men of Mark: Eminent, Progressive and Rising (5 chunks); Frederick Douglass (3 chunks); The Black Man: His Antecedents, His Genius, and His Achievements (2 chunks)"
341,Plantation Food and Drink,12,"fruit, apple, orchard, peach, rice, ripe, soup, tree, cider, grape",1810.0,1917.0,"Fifty Years in Chains, or, The Life of an American Slave (3 chunks); Slavery in the United States: A Narrative of the Life and Adventure... (3 chunks); The Blind African Slave, or Memoirs of Boyrereau Brinch, Nick-named... (2 chunks)"
342,Enslavement and Transportation,12,"trader, mabowah, bobah, chain, ivory, village, chief, journey, mourzook, sold",1760.0,1873.0,"The Martyrs, and the Fugitive; or a Narrative of the Captivity, Suf... (4 chunks); A Narrative of the Uncommon Sufferings, and Surprizing Deliverance ... (1 chunks); God's Image in Ebony: Being a Series of Biographical Sketches, Fact... (1 chunks)"
343,Mathematical and Astronomical Contributions by Benjamin Banneker,12,"almanac, banneker, calculation, jefferson, ellicott, melrose, astronomy, moon, derham, benjamin banneker",1826.0,1912.0,"A Tribute for the Negro: Being a Vindication of the Moral, Intellec... (2 chunks); God's Image in Ebony: Being a Series of Biographical Sketches, Fact... (2 chunks); The Black Man: His Antecedents, His Genius, and His Achievements (2 chunks)"
344,Missionary Work and Education,12,"maps, entitl act, hermit, proprietor copy, encouragement learn, chart book, copy dur, author proprietor, copy maps, act encouragement",1808.0,1928.0,"A Tribute for the Negro: Being a Vindication of the Moral, Intellec... (1 chunks); Confession of John Joyce, Alias Davis, Who Was Executed on Monday, ... (1 chunks); From Slavery to the Bishopric in the A.M.E. Church. An Autobiography (1 chunks)"
345,"Dartmouth, Horton, Cuffe, District",12,"dartmouth, horton, cuffe, district, congress, district columbia, resolution, slavery district, westchester, town dartmouth",1847.0,1917.0,"The Colored Patriots of the American Revolution: With Sketches of S... (3 chunks); Battles and Victories of Allen Allensworth, A. M., Ph. D., Lieutena... (2 chunks); Life and Opinions of Julius Melbourn; with Sketches of the Lives an... (2 chunks)"
346,"Rochester, Harper Ferry, Ferry, Harper",12,"rochester, harper ferry, ferry, harper, douglass, john brown, brown, requisition, mr douglass, governor",1859.0,1906.0,"Frederick Douglass The Orator. Containing an Account of His Life; H... (3 chunks); Life and Times of Frederick Douglass, Written by Himself. His Early... (3 chunks); Life and Times of Frederick Douglass: His Early Life as a Slave, Hi... (3 chunks)"
